#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
TRIM64C	7144	7	0.00639269406392694	1	0.00091324200913242
GSTP1	7145	7	0.00639269406392694	0	0
OSGEP	7146	7	0.00639269406392694	1	0.00091324200913242
RBM6	7147	7	0.00639269406392694	1	0.00091324200913242
PITX1	7148	7	0.00639269406392694	1	0.00091324200913242
GJA9	7149	7	0.00639269406392694	3	0.00273972602739726
PTCRA	7150	7	0.00639269406392694	0	0
LDLR	7151	7	0.00639269406392694	1	0.00091324200913242
SVOPL	7152	7	0.00639269406392694	1	0.00091324200913242
DCAF11	7153	7	0.00639269406392694	0	0
PLEKHM3	7154	7	0.00639269406392694	0	0
SPAG6	7155	7	0.00639269406392694	1	0.00091324200913242
GGTLC2	7156	7	0.00639269406392694	1	0.00091324200913242
SQLE	7157	7	0.00639269406392694	0	0
INPP5B	7158	7	0.00639269406392694	1	0.00091324200913242
CLEC4M	7159	7	0.00639269406392694	0	0
ESRRB	7160	7	0.00639269406392694	1	0.00091324200913242
VAT1	7161	7	0.00639269406392694	0	0
NXPE2	7162	7	0.00639269406392694	0	0
OR13F1	7163	7	0.00639269406392694	2	0.00182648401826484
OR8B4	7164	7	0.00639269406392694	1	0.00091324200913242
DDX50	7165	7	0.00639269406392694	0	0
SLC25A24	7166	7	0.00639269406392694	2	0.00182648401826484
AK1	7167	7	0.00639269406392694	1	0.00091324200913242
INTS7	7168	7	0.00639269406392694	1	0.00091324200913242
HNRNPH1	7169	7	0.00639269406392694	2	0.00182648401826484
MAN1A1	7170	7	0.00639269406392694	0	0
URGCP	7171	7	0.00639269406392694	0	0
TRAF6	7172	7	0.00639269406392694	1	0.00091324200913242
SHE	7173	7	0.00639269406392694	1	0.00091324200913242
ADAM29	7174	7	0.00639269406392694	0	0
ST7L	7175	7	0.00639269406392694	2	0.00182648401826484
ALOX5AP	7176	7	0.00639269406392694	2	0.00182648401826484
ZFP36L1	7177	7	0.00639269406392694	1	0.00091324200913242
OR4C3	7178	7	0.00639269406392694	1	0.00091324200913242
FAM134A	7179	7	0.00639269406392694	0	0
ZHX2	7180	7	0.00639269406392694	0	0
SEPT2	7181	7	0.00639269406392694	0	0
F10	7182	7	0.00639269406392694	0	0
SLC6A8	7183	7	0.00639269406392694	0	0
SRPX	7184	7	0.00639269406392694	2	0.00182648401826484
PANK2	7185	7	0.00639269406392694	1	0.00091324200913242
DOK5	7186	7	0.00639269406392694	0	0
DUS1L	7187	7	0.00639269406392694	1	0.00091324200913242
TBX22	7188	7	0.00639269406392694	0	0
TOMM40	7189	7	0.00639269406392694	1	0.00091324200913242
PDCD1LG2	7190	7	0.00639269406392694	1	0.00091324200913242
RPN2	7191	7	0.00639269406392694	0	0
UPF2	7192	7	0.00639269406392694	1	0.00091324200913242
OR52E6	7193	7	0.00639269406392694	0	0
HAUS3	7194	7	0.00639269406392694	0	0
LONRF1	7195	7	0.00639269406392694	1	0.00091324200913242
CACNG6	7196	7	0.00639269406392694	1	0.00091324200913242
KRT79	7197	7	0.00639269406392694	2	0.00182648401826484
TBC1D8B	7198	7	0.00639269406392694	1	0.00091324200913242
RRAGB	7199	7	0.00639269406392694	2	0.00182648401826484
TBC1D19	7200	7	0.00639269406392694	1	0.00091324200913242
TSPAN32	7201	7	0.00639269406392694	1	0.00091324200913242
ORC3	7202	7	0.00639269406392694	0	0
MMP13	7203	7	0.00639269406392694	1	0.00091324200913242
FAM109A	7204	7	0.00639269406392694	0	0
CCDC12	7205	7	0.00639269406392694	1	0.00091324200913242
SMARCD1	7206	7	0.00639269406392694	0	0
CDK12	7207	7	0.00639269406392694	1	0.00091324200913242
CACNB3	7208	7	0.00639269406392694	0	0
CCDC137	7209	7	0.00639269406392694	1	0.00091324200913242
CLK2	7210	7	0.00639269406392694	0	0
PPAP2C	7211	7	0.00639269406392694	2	0.00182648401826484
STMN3	7212	7	0.00639269406392694	1	0.00091324200913242
PIH1D1	7213	7	0.00639269406392694	1	0.00091324200913242
HSPB11	7214	7	0.00639269406392694	1	0.00091324200913242
WTIP	7215	7	0.00639269406392694	1	0.00091324200913242
CCDC104	7216	7	0.00639269406392694	2	0.00182648401826484
CD180	7217	7	0.00639269406392694	1	0.00091324200913242
SATB2	7218	7	0.00639269406392694	0	0
PLA2G4A	7219	7	0.00639269406392694	0	0
RNF19B	7220	7	0.00639269406392694	1	0.00091324200913242
DPYSL5	7221	7	0.00639269406392694	0	0
NFKBID	7222	7	0.00639269406392694	1	0.00091324200913242
RNASE9	7223	7	0.00639269406392694	3	0.00273972602739726
IL17RB	7224	7	0.00639269406392694	2	0.00182648401826484
ADAMTSL2	7225	7	0.00639269406392694	1	0.00091324200913242
ASRGL1	7226	7	0.00639269406392694	1	0.00091324200913242
GRAMD4	7227	7	0.00639269406392694	0	0
LIX1	7228	7	0.00639269406392694	0	0
EGR3	7229	7	0.00639269406392694	1	0.00091324200913242
PPP1R3A	7230	7	0.00639269406392694	0	0
PET112	7231	7	0.00639269406392694	0	0
IL27	7232	7	0.00639269406392694	1	0.00091324200913242
MTMR9	7233	7	0.00639269406392694	0	0
FAM200B	7234	7	0.00639269406392694	1	0.00091324200913242
ENTPD5	7235	7	0.00639269406392694	0	0
PRKCE	7236	7	0.00639269406392694	2	0.00182648401826484
EPHA3	7237	7	0.00639269406392694	0	0
EDIL3	7238	7	0.00639269406392694	0	0
SKAP1	7239	7	0.00639269406392694	2	0.00182648401826484
PILRB	7240	7	0.00639269406392694	1	0.00091324200913242
DNMT3L	7241	7	0.00639269406392694	1	0.00091324200913242
AGAP8	7242	7	0.00639269406392694	1	0.00091324200913242
HTR2B	7243	7	0.00639269406392694	1	0.00091324200913242
YBEY	7244	7	0.00639269406392694	5	0.0045662100456621
ATP6V1E2	7245	7	0.00639269406392694	1	0.00091324200913242
C1ORF101	7246	7	0.00639269406392694	0	0
IGFBP1	7247	7	0.00639269406392694	0	0
RRM2	7248	7	0.00639269406392694	0	0
SLC4A1AP	7249	7	0.00639269406392694	0	0
PAQR5	7250	7	0.00639269406392694	1	0.00091324200913242
ANKRD29	7251	7	0.00639269406392694	0	0
EPM2A	7252	7	0.00639269406392694	1	0.00091324200913242
FEZF2	7253	7	0.00639269406392694	1	0.00091324200913242
TMEM121	7254	7	0.00639269406392694	0	0
ZNF607	7255	7	0.00639269406392694	0	0
PEMT	7256	7	0.00639269406392694	3	0.00273972602739726
KIAA1328	7257	7	0.00639269406392694	0	0
GPRC5B	7258	7	0.00639269406392694	1	0.00091324200913242
DLAT	7259	7	0.00639269406392694	2	0.00182648401826484
GPR111	7260	7	0.00639269406392694	1	0.00091324200913242
ATP1B3	7261	7	0.00639269406392694	0	0
PHTF2	7262	7	0.00639269406392694	0	0
IQCC	7263	7	0.00639269406392694	2	0.00182648401826484
PYCRL	7264	7	0.00639269406392694	0	0
CDKAL1	7265	7	0.00639269406392694	1	0.00091324200913242
EIF3G	7266	7	0.00639269406392694	2	0.00182648401826484
SLC18B1	7267	7	0.00639269406392694	1	0.00091324200913242
ATMIN	7268	7	0.00639269406392694	1	0.00091324200913242
GNL2	7269	7	0.00639269406392694	1	0.00091324200913242
RBM15	7270	7	0.00639269406392694	1	0.00091324200913242
GDF15	7271	7	0.00639269406392694	1	0.00091324200913242
GZMM	7272	7	0.00639269406392694	0	0
ALDH2	7273	7	0.00639269406392694	0	0
C2ORF82	7274	7	0.00639269406392694	1	0.00091324200913242
TDRD5	7275	7	0.00639269406392694	0	0
NLRP10	7276	7	0.00639269406392694	1	0.00091324200913242
SLAMF1	7277	7	0.00639269406392694	0	0
PJA2	7278	7	0.00639269406392694	1	0.00091324200913242
UTP14C	7279	7	0.00639269406392694	0	0
MMP20	7280	7	0.00639269406392694	0	0
CHRNA2	7281	7	0.00639269406392694	0	0
LCN1	7282	7	0.00639269406392694	1	0.00091324200913242
RALGPS1	7283	7	0.00639269406392694	0	0
SIRT2	7284	7	0.00639269406392694	0	0
TMIGD2	7285	7	0.00639269406392694	1	0.00091324200913242
SLC25A34	7286	7	0.00639269406392694	0	0
IL21R	7287	7	0.00639269406392694	0	0
TRIM35	7288	7	0.00639269406392694	0	0
OLIG3	7289	7	0.00639269406392694	0	0
EDA2R	7290	7	0.00639269406392694	1	0.00091324200913242
ITGB8	7291	7	0.00639269406392694	0	0
C12ORF52	7292	7	0.00639269406392694	1	0.00091324200913242
FAM91A1	7293	7	0.00639269406392694	0	0
TRMT11	7294	7	0.00639269406392694	0	0
SSBP2	7295	7	0.00639269406392694	1	0.00091324200913242
ZNF215	7296	7	0.00639269406392694	1	0.00091324200913242
BNC1	7297	7	0.00639269406392694	0	0
PIGB	7298	7	0.00639269406392694	0	0
CCDC174	7299	7	0.00639269406392694	0	0
ASB11	7300	7	0.00639269406392694	2	0.00182648401826484
GGT1	7301	7	0.00639269406392694	1	0.00091324200913242
U2AF2	7302	7	0.00639269406392694	2	0.00182648401826484
SPATA31A3	7303	7	0.00639269406392694	0	0
MRM1	7304	7	0.00639269406392694	1	0.00091324200913242
OXSM	7305	7	0.00639269406392694	2	0.00182648401826484
HOXB4	7306	7	0.00639269406392694	0	0
BRD7	7307	7	0.00639269406392694	0	0
MARK2	7308	7	0.00639269406392694	0	0
C3ORF70	7309	7	0.00639269406392694	0	0
KLB	7310	7	0.00639269406392694	1	0.00091324200913242
TTI1	7311	7	0.00639269406392694	0	0
CLEC17A	7312	7	0.00639269406392694	1	0.00091324200913242
SEMA6D	7313	7	0.00639269406392694	0	0
KCNJ3	7314	7	0.00639269406392694	1	0.00091324200913242
KRT18	7315	7	0.00639269406392694	0	0
DCPS	7316	7	0.00639269406392694	2	0.00182648401826484
MRGPRE	7317	7	0.00639269406392694	0	0
IDH3G	7318	7	0.00639269406392694	3	0.00273972602739726
RFX6	7319	7	0.00639269406392694	0	0
HKR1	7320	7	0.00639269406392694	1	0.00091324200913242
PRAMEF3	7321	7	0.00639269406392694	0	0
CYB5R2	7322	7	0.00639269406392694	2	0.00182648401826484
C16ORF58	7323	7	0.00639269406392694	1	0.00091324200913242
LCP2	7324	7	0.00639269406392694	2	0.00182648401826484
VASP	7325	7	0.00639269406392694	0	0
MCUR1	7326	7	0.00639269406392694	0	0
NUDCD3	7327	7	0.00639269406392694	0	0
GCNT3	7328	7	0.00639269406392694	2	0.00182648401826484
N4BP1	7329	7	0.00639269406392694	0	0
GUK1	7330	7	0.00639269406392694	2	0.00182648401826484
NAT1	7331	7	0.00639269406392694	0	0
ZFP42	7332	7	0.00639269406392694	0	0
LNX1	7333	7	0.00639269406392694	1	0.00091324200913242
COMT	7334	7	0.00639269406392694	1	0.00091324200913242
PDLIM5	7335	7	0.00639269406392694	1	0.00091324200913242
STT3B	7336	7	0.00639269406392694	0	0
FAM212A	7337	7	0.00639269406392694	2	0.00182648401826484
TRIM68	7338	7	0.00639269406392694	1	0.00091324200913242
KLK14	7339	7	0.00639269406392694	0	0
CA13	7340	7	0.00639269406392694	0	0
FAM5C	7341	7	0.00639269406392694	0	0
GIMAP8	7342	7	0.00639269406392694	0	0
ACAD8	7343	7	0.00639269406392694	3	0.00273972602739726
RFC3	7344	7	0.00639269406392694	1	0.00091324200913242
FOLH1	7345	7	0.00639269406392694	0	0
PNMT	7346	7	0.00639269406392694	2	0.00182648401826484
PPAP2A	7347	7	0.00639269406392694	1	0.00091324200913242
IRF6	7348	7	0.00639269406392694	1	0.00091324200913242
PRDM4	7349	7	0.00639269406392694	2	0.00182648401826484
RASGEF1C	7350	7	0.00639269406392694	2	0.00182648401826484
FBXO33	7351	7	0.00639269406392694	0	0
TADA3	7352	7	0.00639269406392694	1	0.00091324200913242
AGO4	7353	7	0.00639269406392694	2	0.00182648401826484
YY1	7354	7	0.00639269406392694	1	0.00091324200913242
TUFT1	7355	7	0.00639269406392694	0	0
FN3KRP	7356	7	0.00639269406392694	2	0.00182648401826484
CHUK	7357	7	0.00639269406392694	1	0.00091324200913242
SPATA6	7358	7	0.00639269406392694	3	0.00273972602739726
FBXO17	7359	7	0.00639269406392694	0	0
TMC1	7360	7	0.00639269406392694	1	0.00091324200913242
TBX1	7361	7	0.00639269406392694	0	0
STK33	7362	7	0.00639269406392694	2	0.00182648401826484
PDCD2L	7363	7	0.00639269406392694	1	0.00091324200913242
CSNK1D	7364	7	0.00639269406392694	1	0.00091324200913242
PRKAG3	7365	7	0.00639269406392694	1	0.00091324200913242
RETNLB	7366	7	0.00639269406392694	7	0.00639269406392694
RHCG	7367	7	0.00639269406392694	1	0.00091324200913242
CPPED1	7368	7	0.00639269406392694	0	0
LCNL1	7369	7	0.00639269406392694	1	0.00091324200913242
SPATS2	7370	7	0.00639269406392694	1	0.00091324200913242
OR2T34	7371	7	0.00639269406392694	2	0.00182648401826484
HES3	7372	7	0.00639269406392694	2	0.00182648401826484
DDX55	7373	7	0.00639269406392694	2	0.00182648401826484
CPA6	7374	7	0.00639269406392694	2	0.00182648401826484
SHD	7375	7	0.00639269406392694	0	0
HLA-F	7376	7	0.00639269406392694	1	0.00091324200913242
PLA2G3	7377	7	0.00639269406392694	1	0.00091324200913242
BDH1	7378	7	0.00639269406392694	1	0.00091324200913242
DAB2	7379	7	0.00639269406392694	2	0.00182648401826484
GSX2	7380	7	0.00639269406392694	2	0.00182648401826484
TAT	7381	7	0.00639269406392694	0	0
GPR115	7382	7	0.00639269406392694	0	0
CYGB	7383	7	0.00639269406392694	0	0
ZNF286A	7384	7	0.00639269406392694	0	0
PRSS50	7385	7	0.00639269406392694	1	0.00091324200913242
ZNF526	7386	7	0.00639269406392694	0	0
TNNI3K	7387	7	0.00639269406392694	2	0.00182648401826484
TMEM231	7388	7	0.00639269406392694	1	0.00091324200913242
DDC	7389	7	0.00639269406392694	1	0.00091324200913242
CYLD	7390	7	0.00639269406392694	0	0
RRM1	7391	7	0.00639269406392694	0	0
DMRTC2	7392	7	0.00639269406392694	1	0.00091324200913242
HTRA2	7393	7	0.00639269406392694	1	0.00091324200913242
CD300LF	7394	7	0.00639269406392694	0	0
C12ORF40	7395	7	0.00639269406392694	1	0.00091324200913242
GMNN	7396	7	0.00639269406392694	1	0.00091324200913242
PNLIPRP1	7397	7	0.00639269406392694	2	0.00182648401826484
SS18L1	7398	7	0.00639269406392694	0	0
COL10A1	7399	7	0.00639269406392694	1	0.00091324200913242
PVRL3	7400	7	0.00639269406392694	1	0.00091324200913242
EBLN2	7401	7	0.00639269406392694	1	0.00091324200913242
ETV6	7402	7	0.00639269406392694	0	0
HMGA1	7403	7	0.00639269406392694	2	0.00182648401826484
C17ORF49	7404	7	0.00639269406392694	1	0.00091324200913242
TBC1D9	7405	7	0.00639269406392694	0	0
OR2L3	7406	7	0.00639269406392694	1	0.00091324200913242
LRRD1	7407	7	0.00639269406392694	1	0.00091324200913242
FDPS	7408	7	0.00639269406392694	0	0
NANS	7409	7	0.00639269406392694	0	0
CLN3	7410	7	0.00639269406392694	1	0.00091324200913242
NUSAP1	7411	7	0.00639269406392694	3	0.00273972602739726
MAGEB17	7412	7	0.00639269406392694	0	0
ATF6B	7413	7	0.00639269406392694	2	0.00182648401826484
VPS4A	7414	7	0.00639269406392694	2	0.00182648401826484
OR13C2	7415	7	0.00639269406392694	0	0
FAM134B	7416	7	0.00639269406392694	0	0
AQP9	7417	7	0.00639269406392694	0	0
MMS22L	7418	7	0.00639269406392694	0	0
LRRN1	7419	7	0.00639269406392694	1	0.00091324200913242
PTCD3	7420	7	0.00639269406392694	1	0.00091324200913242
NFIA	7421	7	0.00639269406392694	0	0
ROCK2	7422	7	0.00639269406392694	0	0
ISL1	7423	7	0.00639269406392694	0	0
GRK1	7424	7	0.00639269406392694	1	0.00091324200913242
ISM1	7425	7	0.00639269406392694	0	0
B3GNT7	7426	7	0.00639269406392694	0	0
FAM110C	7427	7	0.00639269406392694	0	0
RSPH4A	7428	7	0.00639269406392694	0	0
EXOC2	7429	7	0.00639269406392694	0	0
ZSCAN32	7430	7	0.00639269406392694	1	0.00091324200913242
PSG3	7431	7	0.00639269406392694	0	0
PLCXD2	7432	7	0.00639269406392694	1	0.00091324200913242
HEPHL1	7433	7	0.00639269406392694	1	0.00091324200913242
PTPN2	7434	7	0.00639269406392694	1	0.00091324200913242
MYEOV2	7435	7	0.00639269406392694	1	0.00091324200913242
C22ORF42	7436	7	0.00639269406392694	1	0.00091324200913242
FAM160B1	7437	7	0.00639269406392694	0	0
SIX2	7438	7	0.00639269406392694	0	0
TAF9	7439	7	0.00639269406392694	4	0.00365296803652968
TNFRSF1A	7440	7	0.00639269406392694	0	0
HAUS4	7441	7	0.00639269406392694	2	0.00182648401826484
TCF19	7442	7	0.00639269406392694	0	0
RMDN3	7443	7	0.00639269406392694	1	0.00091324200913242
TRPC1	7444	7	0.00639269406392694	1	0.00091324200913242
IL15RA	7445	7	0.00639269406392694	0	0
CCT6B	7446	7	0.00639269406392694	0	0
CEMP1	7447	7	0.00639269406392694	0	0
GPM6A	7448	7	0.00639269406392694	0	0
MAN1A2	7449	7	0.00639269406392694	1	0.00091324200913242
IKBKAP	7450	7	0.00639269406392694	1	0.00091324200913242
ACOX3	7451	7	0.00639269406392694	0	0
AVL9	7452	7	0.00639269406392694	2	0.00182648401826484
SIAH2	7453	7	0.00639269406392694	0	0
GDPD4	7454	7	0.00639269406392694	2	0.00182648401826484
SLC10A1	7455	7	0.00639269406392694	1	0.00091324200913242
ERCC4	7456	7	0.00639269406392694	1	0.00091324200913242
CT47B1	7457	7	0.00639269406392694	1	0.00091324200913242
SP110	7458	7	0.00639269406392694	0	0
PRPS1L1	7459	7	0.00639269406392694	1	0.00091324200913242
FAM117A	7460	7	0.00639269406392694	0	0
PUS3	7461	7	0.00639269406392694	1	0.00091324200913242
ZNF317	7462	7	0.00639269406392694	0	0
KLF5	7463	7	0.00639269406392694	0	0
GPR6	7464	7	0.00639269406392694	1	0.00091324200913242
AMDHD1	7465	7	0.00639269406392694	0	0
P2RX2	7466	7	0.00639269406392694	0	0
CIRH1A	7467	7	0.00639269406392694	1	0.00091324200913242
FILIP1L	7468	7	0.00639269406392694	0	0
PPP6R3	7469	7	0.00639269406392694	1	0.00091324200913242
LOC100287399	7470	7	0.00639269406392694	0	0
HS3ST2	7471	7	0.00639269406392694	1	0.00091324200913242
RNF10	7472	7	0.00639269406392694	0	0
EVA1A	7473	7	0.00639269406392694	1	0.00091324200913242
ZNF567	7474	7	0.00639269406392694	1	0.00091324200913242
MBOAT4	7475	7	0.00639269406392694	2	0.00182648401826484
SLC27A2	7476	7	0.00639269406392694	0	0
ZNF404	7477	7	0.00639269406392694	1	0.00091324200913242
PIGU	7478	7	0.00639269406392694	0	0
CNNM3	7479	7	0.00639269406392694	0	0
TYW1	7480	7	0.00639269406392694	0	0
CBY3	7481	7	0.00639269406392694	1	0.00091324200913242
KLHDC9	7482	7	0.00639269406392694	0	0
TBC1D23	7483	7	0.00639269406392694	1	0.00091324200913242
SMAP2	7484	7	0.00639269406392694	2	0.00182648401826484
ODF4	7485	7	0.00639269406392694	2	0.00182648401826484
AANAT	7486	7	0.00639269406392694	2	0.00182648401826484
ZNF776	7487	7	0.00639269406392694	0	0
VRTN	7488	7	0.00639269406392694	0	0
TRIM62	7489	7	0.00639269406392694	1	0.00091324200913242
ABLIM1	7490	7	0.00639269406392694	1	0.00091324200913242
PIGM	7491	7	0.00639269406392694	0	0
GNB3	7492	7	0.00639269406392694	0	0
UBTFL1	7493	7	0.00639269406392694	1	0.00091324200913242
CCNA1	7494	7	0.00639269406392694	0	0
QARS	7495	7	0.00639269406392694	1	0.00091324200913242
PRDM14	7496	7	0.00639269406392694	0	0
FCRL6	7497	7	0.00639269406392694	1	0.00091324200913242
SMARCC1	7498	7	0.00639269406392694	0	0
CD4	7499	7	0.00639269406392694	1	0.00091324200913242
PHKG2	7500	7	0.00639269406392694	2	0.00182648401826484
SP6	7501	7	0.00639269406392694	0	0
ANGPTL3	7502	7	0.00639269406392694	2	0.00182648401826484
KIF11	7503	7	0.00639269406392694	1	0.00091324200913242
KCTD18	7504	7	0.00639269406392694	2	0.00182648401826484
ZBTB2	7505	7	0.00639269406392694	0	0
TCF12	7506	7	0.00639269406392694	0	0
SIM1	7507	7	0.00639269406392694	1	0.00091324200913242
CDH18	7508	7	0.00639269406392694	1	0.00091324200913242
KLK2	7509	7	0.00639269406392694	3	0.00273972602739726
LINS	7510	7	0.00639269406392694	0	0
CACUL1	7511	7	0.00639269406392694	2	0.00182648401826484
GID4	7512	7	0.00639269406392694	0	0
ZNF578	7513	7	0.00639269406392694	1	0.00091324200913242
RUVBL1	7514	7	0.00639269406392694	2	0.00182648401826484
SHPRH	7515	7	0.00639269406392694	0	0
CATSPERD	7516	7	0.00639269406392694	1	0.00091324200913242
PASD1	7517	7	0.00639269406392694	1	0.00091324200913242
PLCD4	7518	7	0.00639269406392694	1	0.00091324200913242
CDC20	7519	7	0.00639269406392694	1	0.00091324200913242
SCARB1	7520	7	0.00639269406392694	1	0.00091324200913242
LPAR2	7521	7	0.00639269406392694	0	0
CLK1	7522	7	0.00639269406392694	0	0
GLYATL1	7523	7	0.00639269406392694	1	0.00091324200913242
TIGD7	7524	7	0.00639269406392694	1	0.00091324200913242
DFFA	7525	7	0.00639269406392694	1	0.00091324200913242
TXK	7526	7	0.00639269406392694	1	0.00091324200913242
IL12RB2	7527	7	0.00639269406392694	1	0.00091324200913242
TNPO3	7528	7	0.00639269406392694	0	0
SDC1	7529	7	0.00639269406392694	0	0
TDG	7530	7	0.00639269406392694	3	0.00273972602739726
THAP7	7531	7	0.00639269406392694	0	0
SF3B1	7532	7	0.00639269406392694	1	0.00091324200913242
FAM32A	7533	7	0.00639269406392694	1	0.00091324200913242
CCBL1	7534	7	0.00639269406392694	3	0.00273972602739726
RABEP1	7535	7	0.00639269406392694	0	0
CAMK1D	7536	7	0.00639269406392694	2	0.00182648401826484
PPP2R5D	7537	7	0.00639269406392694	1	0.00091324200913242
CAP2	7538	7	0.00639269406392694	1	0.00091324200913242
NOX1	7539	7	0.00639269406392694	0	0
SERPINB10	7540	7	0.00639269406392694	1	0.00091324200913242
GALNT11	7541	7	0.00639269406392694	1	0.00091324200913242
ENPP6	7542	7	0.00639269406392694	0	0
ERCC6L	7543	7	0.00639269406392694	1	0.00091324200913242
BSND	7544	7	0.00639269406392694	1	0.00091324200913242
ZNF490	7545	7	0.00639269406392694	0	0
ZNF324B	7546	7	0.00639269406392694	0	0
PDIA4	7547	7	0.00639269406392694	1	0.00091324200913242
CASP2	7548	7	0.00639269406392694	0	0
AGMAT	7549	7	0.00639269406392694	0	0
ATP6V1B1	7550	7	0.00639269406392694	1	0.00091324200913242
RPS6KC1	7551	7	0.00639269406392694	1	0.00091324200913242
VRK1	7552	7	0.00639269406392694	1	0.00091324200913242
ZAK	7553	7	0.00639269406392694	1	0.00091324200913242
OR10A7	7554	7	0.00639269406392694	1	0.00091324200913242
PTGIS	7555	7	0.00639269406392694	0	0
PMPCA	7556	7	0.00639269406392694	0	0
FBXO42	7557	7	0.00639269406392694	2	0.00182648401826484
PCSK1	7558	7	0.00639269406392694	0	0
KRT1	7559	7	0.00639269406392694	0	0
TAF5	7560	7	0.00639269406392694	1	0.00091324200913242
TRUB2	7561	7	0.00639269406392694	1	0.00091324200913242
METTL20	7562	7	0.00639269406392694	0	0
FABP5	7563	7	0.00639269406392694	1	0.00091324200913242
LRIT1	7564	7	0.00639269406392694	1	0.00091324200913242
ALCAM	7565	7	0.00639269406392694	0	0
OR2C3	7566	7	0.00639269406392694	1	0.00091324200913242
PLD6	7567	7	0.00639269406392694	0	0
ANKRD61	7568	7	0.00639269406392694	0	0
VTCN1	7569	7	0.00639269406392694	2	0.00182648401826484
ARHGEF38	7570	7	0.00639269406392694	0	0
WNT3A	7571	7	0.00639269406392694	1	0.00091324200913242
TP53I13	7572	7	0.00639269406392694	0	0
SMG8	7573	7	0.00639269406392694	2	0.00182648401826484
HAGH	7574	7	0.00639269406392694	1	0.00091324200913242
VSIG1	7575	7	0.00639269406392694	2	0.00182648401826484
RBM26	7576	7	0.00639269406392694	0	0
TTC12	7577	7	0.00639269406392694	2	0.00182648401826484
SNX13	7578	7	0.00639269406392694	1	0.00091324200913242
KIT	7579	7	0.00639269406392694	0	0
FUOM	7580	7	0.00639269406392694	1	0.00091324200913242
WIPI2	7581	7	0.00639269406392694	1	0.00091324200913242
RNF150	7582	7	0.00639269406392694	1	0.00091324200913242
VEZT	7583	7	0.00639269406392694	2	0.00182648401826484
USP11	7584	7	0.00639269406392694	1	0.00091324200913242
NET1	7585	7	0.00639269406392694	2	0.00182648401826484
BCS1L	7586	7	0.00639269406392694	2	0.00182648401826484
BIRC2	7587	7	0.00639269406392694	0	0
TSPAN14	7588	7	0.00639269406392694	1	0.00091324200913242
CREB3L4	7589	7	0.00639269406392694	2	0.00182648401826484
OR5T2	7590	7	0.00639269406392694	1	0.00091324200913242
SLC38A6	7591	7	0.00639269406392694	0	0
CD14	7592	7	0.00639269406392694	2	0.00182648401826484
SLC35G6	7593	7	0.00639269406392694	0	0
CCDC125	7594	7	0.00639269406392694	1	0.00091324200913242
NARF	7595	7	0.00639269406392694	2	0.00182648401826484
UTP18	7596	7	0.00639269406392694	1	0.00091324200913242
RBM14	7597	7	0.00639269406392694	3	0.00273972602739726
SPTY2D1	7598	7	0.00639269406392694	2	0.00182648401826484
PRMT10	7599	7	0.00639269406392694	1	0.00091324200913242
ACTL7A	7600	7	0.00639269406392694	3	0.00273972602739726
KRTAP4-9	7601	7	0.00639269406392694	2	0.00182648401826484
C11ORF30	7602	7	0.00639269406392694	1	0.00091324200913242
ISOC1	7603	7	0.00639269406392694	0	0
GRM7	7604	7	0.00639269406392694	0	0
SCO2	7605	7	0.00639269406392694	3	0.00273972602739726
CHRNA3	7606	7	0.00639269406392694	2	0.00182648401826484
SYCN	7607	7	0.00639269406392694	2	0.00182648401826484
PCDHGB6	7608	7	0.00639269406392694	1	0.00091324200913242
PREPL	7609	7	0.00639269406392694	0	0
OR6N1	7610	7	0.00639269406392694	1	0.00091324200913242
HAX1	7611	7	0.00639269406392694	3	0.00273972602739726
SLCO5A1	7612	7	0.00639269406392694	0	0
ZMPSTE24	7613	7	0.00639269406392694	1	0.00091324200913242
FAM181A	7614	7	0.00639269406392694	0	0
GRK7	7615	7	0.00639269406392694	2	0.00182648401826484
KIAA1598	7616	7	0.00639269406392694	0	0
PEX12	7617	7	0.00639269406392694	1	0.00091324200913242
GNA12	7618	7	0.00639269406392694	0	0
MMP10	7619	7	0.00639269406392694	0	0
TCN2	7620	7	0.00639269406392694	2	0.00182648401826484
CYFIP2	7621	7	0.00639269406392694	0	0
CEBPE	7622	7	0.00639269406392694	0	0
PIM2	7623	7	0.00639269406392694	1	0.00091324200913242
INSIG1	7624	7	0.00639269406392694	0	0
GINS2	7625	7	0.00639269406392694	0	0
C9	7626	7	0.00639269406392694	2	0.00182648401826484
SLFN12L	7627	7	0.00639269406392694	5	0.0045662100456621
PDE6A	7628	7	0.00639269406392694	0	0
MEF2D	7629	7	0.00639269406392694	0	0
WASL	7630	7	0.00639269406392694	0	0
ARHGAP11A	7631	7	0.00639269406392694	1	0.00091324200913242
ANXA1	7632	7	0.00639269406392694	1	0.00091324200913242
TMEM204	7633	7	0.00639269406392694	1	0.00091324200913242
NOSIP	7634	7	0.00639269406392694	1	0.00091324200913242
TRIM22	7635	7	0.00639269406392694	1	0.00091324200913242
RAB3GAP1	7636	7	0.00639269406392694	3	0.00273972602739726
STAM	7637	7	0.00639269406392694	0	0
C1QL3	7638	7	0.00639269406392694	2	0.00182648401826484
TTLL6	7639	7	0.00639269406392694	0	0
TAPBPL	7640	7	0.00639269406392694	2	0.00182648401826484
